name,locale
Physical work environment (ergonomics),en
Physics,en
Physics (teaching),en
Physiology,en
Physiology (teaching),en
Physiology engineering (medico-technical),en
Physiotherapy,en
Piano (teaching),en
Piano playing,en
Pianos (repairing),en
Piano tuning,en
Piccolo playing,en
Picture archiving,en
Picture frames and artists' accessories,en
Picture framing,en
Picture repro work,en
Pictures and sculptures (children's care),en
Piercing,en
Pig iron handling,en
Pig rearing,en
Pig slaughter,en
Piling machine,en
Pilot work (ship navigation),en
Pipe bending,en
Pipe cutting,en
Pipe driving,en
Pipe laying,en
Pipeline construction,en
Pipe rolling,en
Pipe scaffolding,en
Piping repairs,en
Piping systems (repairing),en
Pitch audiogram,en
Pizza baking,en
PL/I programming language,en
PL/SQL (database administration),en
PL/SQL (database development),en
Plain bread baking,en
Plain steel,en
Plan for action,en
Planing (CNC),en
Planing (conventional machine),en
Plan learning,en
Planning,en
Planning for the introduction of immigrants or refugees into society,en
Planning own work,en
Planning responsibility (stage costumes),en
Plant breeding,en
Plant care,en
Plant cultivation (garden),en
Plant ecology,en
Plant material preservation,en
Plant nursery,en
Plant picking,en
Plant protection,en
Plant stocktaking,en
Plasma arc welding,en
Plasma cutting,en
Plasma physics (high-temperature physics),en
Plaster (dentistry),en
Plaster casting,en
Plaster technology,en
Plastic assembly,en
Plastic reinforcement,en
Plastic repair work,en
Plastic surgery,en
Plastic tools (manufacturing),en
Plastic welding,en
Plate cutting,en
Plate shearing,en
Plate welding,en
Playback,en
Playing female roles,en
Play sculpturing,en
Play therapy,en
Playwriting,en
Plesiochronous Digital Hierarchy (PDH),en
Plucked string instrument (teaching),en
Plumbing,en
Plumbing articles,en
Plumbing engineering,en
Plumbing insulation,en
Plumbing services,en
Pneumatics,en
Poetry writing,en
Points installation (railway),en
Point welding,en
Poker (croupier),en
Police helicopter flying,en
Policing issues,en
Political activities,en
Political science,en
Political science (teaching),en
Polling,en
Polymer chemistry,en
Polymer technology,en
Pop music (instrumental performance),en
Pop music (teaching),en
Pop music (vocal performance),en
Porcelain (dentistry),en
Porcelain painting,en
Porcelain painting (providing training),en
Pork cutting,en
Portfolio management,en
Portfolio theory,en
Portioning,en
Portrait miniature painting,en
Portrait painting,en
Portrait photography,en
Posing (life-drawing),en
Posing (painting/sculpture),en
Poster design (layout),en
PostgreSQL,en
PostScript,en
Potato growing,en
Potentiometers,en
Pot plant cultivation,en
Poultry cutting,en
Poultry keeping,en
Powder coating,en
Powder metallurgy,en
Power electronics,en
Power plant technology,en
Power station,en
Power supply system,en
Power systems inspection,en
Power systems planning,en
Practical philosophy,en
Practical philosophy (teaching),en
Prams and children's car seats,en
Precious metal engraving,en
Precious stone cutting,en
Precision casting,en
Precision mechanics fitting,en
Pregnancy examination (domestic animals),en
Preparation of annual accounts,en
Preparation of metal-wire fabric,en
Preparative organic chemistry (organic synthesis),en
Preparing quotations,en
Pre-press work,en
Pre-school classes,en
Presentation (cosmetics),en
Presentation programmes (providing training),en
Presentation techniques,en
Preserve environmental heritage,en
Press contacts,en
Press forging,en
Pressing (CNC),en
Pressing (conventional machine),en
Press photography (daily press),en
Press tools (manufacturing),en
Pressure die-casting technology,en
Pressure vessels,en
Preventive animal health,en
Preventive dental care,en
Preventive fire protection,en
Primary care,en
Primary care centre (nursing),en
Primary school (teaching),en
Primary school guidance,en
Printed circuit board design,en
Printer Command Language (PCL),en
Printers (installation and maintenance),en
Printing,en
Print job estimates,en
Prioritise actions,en
Prioritise learning tasks,en
Private book-binding,en
Private dental care,en
Private home removals,en
Private scheduled trips (trip operators),en
Private-sector employment contracts,en
Problem-solving,en
Procedural law,en
Procedural law (teaching),en
Process chemistry,en
Process control,en
Process mathematical information for work,en
Process metallurgy,en
Process monitoring,en
Process reproduction,en
Process technology (engineering),en
Process technology (sales),en
Produce audio files,en
Produce electronic images,en
Produce original work,en
Produce tables,en
Produce text files,en
Product development,en
Product development (teaching),en
Product integration,en
Production management (civil engineering),en
Production management (commercials),en
Production management (construction),en
Production management (dancing),en
Production management (film),en
Production management (manufacturing),en
Production management (theatre),en
Production of teaching material,en
Production planning (arts and culture),en
Production planning (manufacturing),en
Production planning (radio, community programmes),en
Production planning (radio, cultural programs),en
Production preparation,en
Production technology (teaching),en
Product specifications,en
Product validation,en
Professional appearance,en
Professional athletics,en
Professional basketball,en
Professional cycling,en
Professional fishing,en
Professional football,en
Professional golf,en
Professional gymnastics,en
Professional handball,en
Professional ice hockey,en
Profitability calculations,en
Programmable logic controller,en
Programme design (teaching),en
Programme hosting (discussion programmes),en
Programme hosting (economics programmes),en
Programme hosting (entertainment programmes),en
Programme hosting (music programmes),en
Programme hosting (sports programmes),en
Programme planning (radio, news programmes),en
Programming (Mac computers),en
Programming (mainframe computers),en
Programming (PCs),en
Programming methods (teaching),en
Programming of metal-wire looms,en
Project administration,en
Project and internal reporting,en
Project management,en
Prolog programming language,en
Promotion and gift articles,en
Prompting,en
Proof-reading,en
Property (repairing),en
Property caretaking,en
Property economics,en
Property financial management,en
Property insurance,en
Property inventory,en
Property law,en
Property law (teaching),en
Property management,en
Property planning,en
Property technical maintenance,en
Property valuation,en
Propose options,en
Prospecting (ore),en
ProSteel,en
Prosthetics (dental nursing),en
Prosthetics (dentistry),en
Protective gear,en
Protective glass (fitting),en
Pro Tools sound editor,en
Providing training for salespeople,en
Provisioning (ship's kitchen),en
PSOS operating system,en
Psychiatric care of children and young people,en
Psychiatric nursing,en
Psychiatric occupational therapy,en
Psychiatry,en
Psychiatry/psychosomatics (physiotherapy),en
Psychiatry (teaching),en
Psychoanalysis,en
Psychodrama,en
Psychodynamic specialisation,en
Psychology,en
Psychology (teaching),en
Psychology of teaching,en
Psychology of working life,en
Psychosis psychotherapy,en
Psychosocial work (process treatment),en
Psychosomatics (treatment),en
Psychotherapy,en
Psychotic diseases (nursing),en
PTC Creo Elements/Direct,en
PTC Creo Parametric,en
Public access rules,en
Public accounting,en
Public administration,en
Public administration economy,en
Public bus services (driving),en
Public education,en
Public health (teaching),en
Public health science,en
Public international law,en
Public international law (teaching),en
Public library specialisation,en
Public relations,en
Public transport (driving),en
Pulling tools (manufacturing),en
Pulmonary diseases (teaching),en
Pulmonary medicine (physiotherapy),en
Pulmonology,en
Pulp bleaching,en
Pulp digestion,en
Pulp machine,en
Pulp making,en
Pump service,en
Pump technology,en
Pump technology (plumbing),en
Punching (CNC),en
Punching (conventional machine),en
Punching tools (manufacturing),en
Puppet-plays (hand puppets),en
Puppet-plays (rod puppets),en
Puppet-plays (string puppets),en
Purchasing,en
Purchasing and logistics,en
Purchasing regulations,en
Purification equipment inspection,en
Purification of sulphur,en
Python (programming language),en
QBasic,en
QFD (Quality Function Deployment),en
QS9000,en
Qualifications improvement (staff administration),en
Quality (responsibility for),en
Quality assurance,en
Quality auditing,en
Quality control,en
Quality control (teaching),en
Quality control (timber),en
Quality coordination,en
Quality management (ISO 9000 series),en
Quality reporting,en
Quantum chemistry,en
Quantum physics (teaching),en
QuarkXPress,en
Quartering (butchering),en
Quaternary geology,en
Quaternary geology (teaching),en
Quattro Pro,en
Question assumptions,en
QuickTime,en
Quitting smoking (guiding),en
Radial drilling,en
Radiation physics,en
Radiation protection,en
Radiation protection engineering,en
Radio commercials,en
Radio design,en
Radio electronics,en
Radio frequency transmission (RF),en
Radiography (dental nursery),en
Radio journalism,en
Radio link system,en
Radiology,en
Radiology (teaching),en
Radiology assisting,en
Radiology engineering (medico-technical),en
Radiometric methods,en
Radio programme management,en
Radio technology,en
Radiotherapy,en
Radiotherapy (nursing),en
Radiotherapy engineering (medico-technical),en
Radon decontamination,en
Rafting (training/coaching),en
Railway freight,en
Railway line investigation,en
Railway technology,en
Railway track work safety procedures,en
Rail welding,en
Rational Unified Process (RUP),en
Raw food (preparation),en
Ray Dream Studio 3D,en
Reactor core physics,en
Read different types of eye contact,en
Read different types of touch,en
Read facial expressions,en
Reading of electrical diagrams,en
Reading of technical drawings,en
RealAudio,en
Real estate brokering,en
Real estate data system,en
Real-time programming,en
Real-time systems,en
RealVideo,en
Reception desk,en
Recitation,en
Recognise opportunity,en
Recognize connections,en
Reconciliation (accounting),en
Reconditioning (vehicles),en
Reconditioning work (tailoring),en
Record data,en
Recorder (teaching),en
Recorder playing,en
Recording (commercials),en
Recording (poetry),en
Recording (theatre),en
Records management,en
Recruitment administration,en
Recruitment and training of probation officers,en
Recycling technology,en
Reduce environmentally harmful work practices,en
Reflect on learning process,en
Reflect on own work practices,en
Refractory masonry,en
Refrigerant technology,en
Refrigerated transport,en
Refrigeration insulation,en
Refrigeration plant fitting,en
Refrigeration technology,en
Refrigerator ship,en
Refuse lorry,en
Reggio Emilia kindergarten,en
Reggio Emilia teaching,en
Registration inspection,en
Registration of drugs,en
Regular travel sales,en
Rehabilitation,en
Rehabilitation (investigations),en
Rehabilitation (medicine),en
Rehabilitation (physiotherapy),en
Rehabilitation (psychology),en
Rehabilitation (staff administration),en
Rehabilitation medicine,en
Rehabilitation of children (speech therapy),en
Rehearsing,en
Reindeer husbandry,en
Reinforcement,en
Reinforcement bar bending station,en
Relational databases (database administration),en
Relational databases (programming),en
Relational marketing,en
Relaxation exercises (guiding),en
Relief printing,en
Religion (teaching),en
Religious studies/theology,en
Remedial teaching,en
Remote analysis,en
Remote analysis (teaching),en
Remote-controlled loading,en
Remote control locomotive driving,en
Remote-control systems,en
Removals,en
Renaissance music (instrumental performance),en
Renewable energy production,en
Renovation planning (building management),en
Rental agreements,en
Rental law,en
Repair guidance (garage),en
